ChangeID,Summary,Priority,StatusReason,Impact,ChangePlanning,Submitter,Coordinator,SubmitDateTime,SchStartDateTime,SchEndDateTime,ActualStartDateTime,ActualEndDateTime,CompletedDateTime,ClosedDateTime,CompletedYear,CompletedMonth,ChangeSuccess,ProdCat2,ProdCat3,OpCat1,OpCat2,Customer,CustomerOpco,CustomerGroup,CustomerDept,ApprovalDateTime,SchForAppDateTime,ImpInProgDateTime,LastModifiedDate,CompletedYearQtr,ClosedMonth,ClosedYearQtr
CRQ000000333014,"AL, Delta EBTS A9128 Cheaha, adding CBRS to the site",Low,Successful,Minor,Planned,CDL,TT,2:05:19 PM,11:00:00 AM,7:00:00 PM,11:00:00 AM,7:00:00 PM,10:54:49 AM,10:55:00 AM,2023,2023-09,Successful,Transport Device,Antenna System,Install,Transport,CDL,COM,PRODUCT DEVELOPMENT & SUPPORT,RAN OPERATIONS,4:47:21 PM,2:10:31 PM,10:43:08 AM,10:55:00 AM,2023-Q3,2023-09,2023-Q3
CRQ000000334217,"GA, Tallulah Falls Intake Building, move 12 fiber cable",Medium,Successful,Moderate,Unplanned,MAR,TT,8:19:26 PM,8:00:00 AM,6:00:00 PM,10:25:00 AM,1:57:00 PM,3:26:41 PM,3:29:22 PM,2023,2023-09,Successful,Transport Device,FIBER OPTIC TRANSPORT - FDP / OSP,Upgrade/Modify,Transport,MAB,SCS,INFRASTRUCTURE SERVICES,FO GA LONG HAUL FIBER,9:47:57 AM,1:17:49 PM,10:04:13 AM,11:06:11 AM,2023-Q3,2023-09,2023-Q3
CRQ000000334422,"GA, HENRY COUNTY CCC, UPS REPLACEMENT/COMMISSIONING",Low,Successful,Minor,Planned,MVW,TT,3:31:46 PM,6:00:00 AM,6:00:00 PM,8:26:00 AM,5:25:00 PM,7:49:42 PM,7:49:53 PM,2023,2023-10,Successful,Facilities Component,Uninterruptable Power Supply (UPS),Install,Transport,MVW,SCS,INFRASTRUCTURE SERVICES,TECH INFRASTRUCTURE ENGRG,2:06:53 PM,1:13:56 PM,5:33:07 AM,5:01:15 PM,2023-Q4,2023-10,2023-Q4
CRQ000000334426,"GA, Plant Hatch to Offerman, splicing new Lumen fiber route (EMERGENCY)",Low,Successful,Minor,Planned,TAT,TT,4:08:37 PM,11:59:00 PM,5:00:00 AM,11:59:00 PM,1:49:00 AM,10:12:05 AM,10:21:53 AM,2023,2023-09,Successful,Transport Device,FIBER OPTIC TRANSPORT - FDP / OSP,Repair,Transport,TAT,SCS,INFRASTRUCTURE SERVICES,TELECOM CORE SERVICES,4:57:24 PM,4:38:59 PM,11:42:12 PM,10:21:53 AM,2023-Q3,2023-09,2023-Q3
CRQ000000334609,"GA, Savannah ICON Ring, Turn ports up for SWAN to DHA & LFL",Low,Successful,Minor,Planned,RPY,TT,10:08:03 AM,10:00:00 AM,1:00:00 PM,10:04:00 AM,2:44:00 PM,10:27:44 AM,10:27:58 AM,2023,2023-09,Successful,Transport Device,Optical Transport Equipment,Install,Transport,RY,SCS,INFRASTRUCTURE SERVICES,TELECOM EDGE SERVICES,4:29:09 PM,1:11:02 PM,9:43:20 AM,11:10:48 PM,2023-Q3,2023-09,2023-Q3
CRQ000000334631,"AL, Maxwell AFB, Migrate leased circuit to new AT&T ASEoD service. (BACKUP DATE)",Low,Successful,Minor,Planned,JHW,TT,4:33:07 PM,10:00:00 AM,11:00:00 AM,10:00:00 AM,11:00:00 AM,2:57:35 PM,2:57:44 PM,2023,2023-09,Successful,Transport Device,Other Transport Device,Migrate,Transport,JHW,SCS,INFRASTRUCTURE SERVICES,TELECOM AGGREGATE SERVICES,11:11:26 AM,2:32:15 PM,9:43:21 AM,2:57:44 PM,2023-Q3,2023-09,2023-Q3
CRQ000000334633,"GA, Senoia, Migrate leased circuit to new AT&T ASEoD service.",Low,Successful,Minor,Planned,JHW,TT,6:28:07 PM,9:00:00 AM,1:00:00 PM,9:00:00 AM,11:57:00 AM,2:08:31 PM,2:08:38 PM,2023,2023-10,Successful,Transport Device,Other Transport Device,Migrate,Transport,JHW,SCS,INFRASTRUCTURE SERVICES,TELECOM AGGREGATE SERVICES,2:31:14 PM,3:06:39 PM,8:41:11 AM,2:08:38 PM,2023-Q4,2023-10,2023-Q4
CRQ000000334635,"GA, Kennesaw, Migrate leased circuit to new AT&T ASEoD service.",Low,Successful,Minor,Planned,JHW,TT,6:40:18 PM,11:00:00 AM,12:00:00 PM,11:00:00 AM,12:00:00 PM,12:52:50 PM,12:52:58 PM,2023,2023-09,Successful,Transport Device,Other Transport Device,Migrate,Transport,JHW,SCS,INFRASTRUCTURE SERVICES,TELECOM AGGREGATE SERVICES,4:50:50 PM,11:19:39 AM,10:43:25 AM,12:52:58 PM,2023-Q3,2023-09,2023-Q3
CRQ000000334637,"GA, Kellytown, Migrate leased circuit to new AT&T ASEoD service.",Low,Successful,Minor,Planned,JHW,TT,6:49:15 PM,9:00:00 AM,1:00:00 PM,9:00:00 AM,11:59:00 AM,2:06:36 PM,2:06:46 PM,2023,2023-10,Successful,Transport Device,Other Transport Device,Migrate,Transport,JHW,SCS,INFRASTRUCTURE SERVICES,TELECOM AGGREGATE SERVICES,2:30:51 PM,3:05:11 PM,8:41:11 AM,2:06:46 PM,2023-Q4,2023-10,2023-Q4
CRQ000000334640,"AL, North Borden Springs, Migrate leased circuit to new AT&T ASEoD service. (BACKUP DATE)",Low,Successful,Minor,Planned,JHW,TT,8:24:01 PM,11:00:00 AM,12:00:00 PM,11:00:00 AM,12:00:00 PM,9:52:42 AM,9:52:49 AM,2023,2023-09,Successful,Transport Device,Other Transport Device,Migrate,Transport,JHW,SCS,INFRASTRUCTURE SERVICES,TELECOM AGGREGATE SERVICES,11:09:11 AM,10:45:43 AM,10:44:18 AM,9:52:48 AM,2023-Q3,2023-09,2023-Q3
CRQ000000335001,"AL, Batesville ENODEB, DC Plant Upgrade",Low,Successful,Minor,Planned,LPE,TT,9:45:29 AM,9:00:00 AM,12:00:00 PM,9:00:00 AM,12:00:00 PM,2:53:00 PM,2:53:10 PM,2023,2023-10,Successful,Facilities Component,DC Backup System,Upgrade/Modify,Transport,WLP,COM,PRODUCT DEVELOPMENT & SUPPORT,SE RAN OPS,4:52:50 PM,11:44:22 AM,8:41:08 AM,2:53:10 PM,2023-Q4,2023-10,2023-Q4
CRQ000000335100,"AL, Midway ENODEB, DC Plant Upgrade",Low,Successful,Minor,Planned,LPE,TT,10:16:34 AM,1:00:00 PM,4:00:00 PM,1:00:00 PM,4:00:00 PM,9:14:43 AM,9:16:08 AM,2023,2023-10,Successful,Facilities Component,DC Backup System,Upgrade/Modify,Transport,WLP,COM,PRODUCT DEVELOPMENT & SUPPORT,SE RAN OPS,4:52:50 PM,11:45:11 AM,12:41:03 PM,9:16:08 AM,2023-Q4,2023-10,2023-Q4
CRQ000000335323,"AL, Tuscaloosa EBTS A9223 South Tuscaloosa, adding CBRS",Low,Successful,Minor,Planned,CDL,TT,3:17:57 PM,9:00:00 AM,8:00:00 PM,9:00:00 AM,8:00:00 PM,10:58:54 AM,10:59:05 AM,2023,2023-09,Successful,Transport Device,Antenna System,Install,Transport,CDL,COM,PRODUCT DEVELOPMENT & SUPPORT,RAN OPERATIONS,4:52:51 PM,3:31:11 PM,8:42:18 AM,10:59:05 AM,2023-Q3,2023-09,2023-Q3
CRQ000000335509,"GA, Savannah ICON Ring, Server firmware upgrades",Medium,Successful,Moderate,Planned,RPY,TT,12:51:34 PM,9:00:00 AM,5:00:00 PM,9:00:00 AM,5:06:00 PM,7:43:13 PM,7:53:05 PM,2023,2023-10,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,RY,SCS,INFRASTRUCTURE SERVICES,TELECOM EDGE SERVICES,5:09:46 PM,2:01:18 PM,8:41:05 AM,11:10:48 PM,2023-Q4,2023-10,2023-Q4
CRQ000000335511,"GA, Atlanta ICON Ring, Server firmware upgrades",Medium,Successful,Moderate,Planned,RPY,TT,12:57:16 PM,11:00:00 AM,5:00:00 PM,11:00:00 AM,3:54:00 PM,10:14:03 AM,10:18:52 AM,2023,2023-10,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,RY,SCS,INFRASTRUCTURE SERVICES,TELECOM EDGE SERVICES,5:12:58 PM,2:13:42 PM,10:41:14 AM,11:10:48 PM,2023-Q4,2023-10,2023-Q4
CRQ000000335515,"GA, Bowen-Big Shanty, 2 Bainbridge ICON Server upgrades",Medium,Successful,Moderate,Planned,RPY,TT,1:10:13 PM,9:30:00 AM,5:00:00 PM,9:30:00 AM,5:00:00 PM,10:02:31 AM,10:03:42 AM,2023,2023-10,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,RY,SCS,INFRASTRUCTURE SERVICES,TELECOM EDGE SERVICES,5:17:39 PM,2:24:00 PM,9:03:43 AM,11:10:48 PM,2023-Q4,2023-10,2023-Q4
CRQ000000335524,"GA, Atlanta Motor Speedway ENODEB, DC Plant Upgrade",Low,Successful,Minor,Planned,LPE,TT,3:13:23 PM,2:00:00 PM,5:00:00 PM,2:00:00 PM,5:00:00 PM,7:55:27 PM,7:55:39 PM,2023,2023-10,Successful,Facilities Component,DC Backup System,Upgrade/Modify,Transport,WLP,COM,PRODUCT DEVELOPMENT & SUPPORT,SE RAN OPS,12:40:42 PM,11:12:19 AM,1:41:04 PM,7:55:39 PM,2023-Q4,2023-10,2023-Q4
CRQ000000335615,"GA, North Georgia ICON Ring, Server firmware upgrades",Medium,Successful,Moderate,Planned,RPY,TT,1:03:04 PM,9:30:00 AM,5:00:00 PM,9:30:00 AM,4:05:00 PM,4:32:09 PM,4:37:57 PM,2023,2023-10,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,RY,SCS,INFRASTRUCTURE SERVICES,TELECOM EDGE SERVICES,1:51:22 PM,10:34:20 AM,9:07:15 AM,11:10:48 PM,2023-Q4,2023-10,2023-Q4
CRQ000000335619,"GA, Jonesboro ENODEB, DC Plant Upgrade",Low,Successful,Minor,Planned,LPE,TT,1:30:35 PM,10:00:00 AM,1:00:00 PM,10:00:00 AM,1:00:00 PM,7:53:44 PM,7:53:53 PM,2023,2023-10,Successful,Facilities Component,DC Backup System,Upgrade/Modify,Transport,WLP,COM,PRODUCT DEVELOPMENT & SUPPORT,SE RAN OPS,12:39:18 PM,11:09:37 AM,9:43:34 AM,7:53:52 PM,2023-Q4,2023-10,2023-Q4
CRQ000000335626,"GA, McDonough ENODEB, DC Plant Upgrade",Low,Successful,Minor,Planned,LPE,TT,3:01:04 PM,12:00:00 PM,3:00:00 PM,12:00:00 PM,3:00:00 PM,7:54:36 PM,7:54:46 PM,2023,2023-10,Successful,Facilities Component,DC Backup System,Upgrade/Modify,Transport,WLP,COM,PRODUCT DEVELOPMENT & SUPPORT,SE RAN OPS,12:39:54 PM,11:11:17 AM,11:43:43 AM,7:54:45 PM,2023-Q4,2023-10,2023-Q4
CRQ000000335629,"AL, Trussville, Splicing dark fiber for CSpire handoff.",Low,Successful,Minor,Planned,RCA,TT,4:17:29 PM,7:00:00 AM,6:00:00 PM,7:00:00 AM,6:00:00 PM,11:17:42 AM,11:17:49 AM,2023,2023-09,Successful,Transport Device,FIBER OPTIC TRANSPORT - FDP / OSP,Install,Transport,RC,SCS,INFRASTRUCTURE SERVICES,FO AL FIBER TO DISTRIBUTION,12:32:22 PM,10:58:35 AM,6:44:11 AM,11:00:39 AM,2023-Q3,2023-09,2023-Q3
CRQ000000335630,"AL, Geneva EBTS A9153, adding CBRS to the existing Skymounts",Low,Successful,Minor,Planned,CDL,TT,4:18:54 PM,11:00:00 AM,8:00:00 PM,11:00:00 AM,8:00:00 PM,9:22:12 AM,9:22:22 AM,2023,2023-10,Successful,Transport Device,Antenna System,Install,Transport,CDL,COM,PRODUCT DEVELOPMENT & SUPPORT,RAN OPERATIONS,4:56:41 PM,11:00:14 AM,10:41:10 AM,9:22:22 AM,2023-Q4,2023-10,2023-Q4
CRQ000000335632,"AL, Trussville, Splicing dark fiber for CSpire Handoff",Low,Successful,Minor,Planned,RCA,TT,4:48:57 PM,7:00:00 PM,6:00:00 PM,7:00:00 AM,6:00:00 PM,11:18:16 AM,11:18:21 AM,2023,2023-09,Successful,Transport Device,FIBER OPTIC TRANSPORT - FDP / OSP,Install,Transport,RC,SCS,INFRASTRUCTURE SERVICES,FO AL FIBER TO DISTRIBUTION,12:36:17 PM,11:06:06 AM,6:43:12 PM,11:00:39 AM,2023-Q3,2023-09,2023-Q3
CRQ000000336202,"GA, Lafayette EBTS G9223, Taylor Ridge, migrating LTE from old tower to new tower",Low,Successful,Minor,Planned,CDL,TT,11:08:36 AM,9:00:00 AM,8:00:00 PM,9:00:00 AM,8:00:00 PM,7:52:02 PM,7:52:13 PM,2023,2023-10,Successful,Transport Device,Antenna System,Migrate,Transport,CDL,COM,PRODUCT DEVELOPMENT & SUPPORT,RAN OPERATIONS,12:37:45 PM,11:07:15 AM,8:43:17 AM,7:52:13 PM,2023-Q4,2023-10,2023-Q4
CRQ000000336211,"AL, Birmingham ICON Ring, Server firmware upgrades",Medium,Successful,Moderate,Planned,RPY,TT,2:44:46 PM,9:30:00 AM,5:00:00 PM,9:30:00 AM,4:05:00 PM,4:33:33 PM,4:36:43 PM,2023,2023-10,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,RY,SCS,INFRASTRUCTURE SERVICES,TELECOM EDGE SERVICES,5:17:11 PM,2:20:56 PM,9:07:15 AM,11:10:48 PM,2023-Q4,2023-10,2023-Q4
CRQ000000336213,"AL, Snowdoun, Green County and Barry ICON Rings, Server firmware upgrades",Medium,Successful,Moderate,Planned,RPY,TT,3:02:45 PM,9:30:00 AM,5:00:00 PM,9:32:00 AM,5:06:00 PM,7:44:25 PM,7:53:13 PM,2023,2023-10,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,RY,SCS,INFRASTRUCTURE SERVICES,TELECOM EDGE SERVICES,5:11:15 PM,2:02:29 PM,9:01:07 AM,11:10:48 PM,2023-Q4,2023-10,2023-Q4
CRQ000000336215,"AL, Anniston - Gorgas - Holt- Clay ICON Ring, Server firmware upgrades",Medium,Successful,Moderate,Planned,RPY,TT,3:13:51 PM,11:00:00 AM,5:00:00 PM,11:00:00 AM,3:55:00 PM,10:16:03 AM,10:18:41 AM,2023,2023-10,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,RY,SCS,INFRASTRUCTURE SERVICES,TELECOM EDGE SERVICES,5:18:26 PM,2:07:27 PM,10:41:14 AM,11:10:48 PM,2023-Q4,2023-10,2023-Q4
CRQ000000336220,"AL, White Plains LTE, Migrate leased circuit to new AT&T ASEoD service.",Low,Successful,Minor,Planned,JHW,TT,3:20:24 PM,12:00:00 PM,1:00:00 PM,12:00:00 PM,1:00:00 PM,9:53:19 AM,9:53:27 AM,2023,2023-09,Successful,Transport Device,Other Transport Device,Migrate,Transport,JHW,SCS,INFRASTRUCTURE SERVICES,TELECOM AGGREGATE SERVICES,12:34:40 PM,11:04:35 AM,11:44:22 AM,9:53:27 AM,2023-Q3,2023-09,2023-Q3
CRQ000000336403,"MS, Pascagoula and Hattiesburg ICON Rings, Server firmware upgrades",Medium,Successful,Moderate,Planned,RPY,TT,2:50:36 PM,9:30:00 AM,5:00:00 PM,9:30:00 AM,4:05:00 PM,4:34:53 PM,4:36:37 PM,2023,2023-10,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,RY,SCS,INFRASTRUCTURE SERVICES,TELECOM EDGE SERVICES,5:14:55 PM,2:19:00 PM,9:07:15 AM,11:10:48 PM,2023-Q4,2023-10,2023-Q4
CRQ000000336606,"AL, Dadeville Substation, Cutting new OLT into fiber ERPS",Low,Unsuccessful,Minor,Planned,JGL,TT,10:29:21 AM,10:00:00 AM,1:00:00 PM,10:15:00 AM,1:04:00 PM,7:52:09 PM,7:53:22 PM,2023,2023-10,Unsuccessful,Transport Device,FIBER OPTIC TRANSPORT - FDP / OSP,Upgrade/Modify,Transport,JGL,SCS,INFRASTRUCTURE SERVICES,TELECOM EDGE SERVICES,12:00:46 PM,2:04:21 PM,9:41:08 AM,7:53:22 PM,2023-Q4,2023-10,2023-Q4
CRQ000000336607,"AL, Dadeville Substation, Cutting new OLT into fiber ERPS (BACKUP DATE)",Low,Successful,Minor,Planned,JGL,TT,10:29:26 AM,10:00:00 AM,1:00:00 PM,10:05:00 AM,3:36:00 PM,10:38:46 AM,10:38:57 AM,2023,2023-10,Successful,Transport Device,FIBER OPTIC TRANSPORT - FDP / OSP,Upgrade/Modify,Transport,JGL,SCS,INFRASTRUCTURE SERVICES,TELECOM EDGE SERVICES,12:01:02 PM,2:05:21 PM,9:43:44 AM,10:38:56 AM,2023-Q4,2023-10,2023-Q4
CRQ000000336804,"GA, Holcomb Bridge ENODEB, DC Plant Upgrade",Low,Successful,Minor,Planned,LPE,TT,11:06:10 AM,3:00:00 PM,6:00:00 PM,3:00:00 PM,6:00:00 PM,9:15:49 AM,9:15:57 AM,2023,2023-10,Successful,Facilities Component,DC Backup System,Upgrade/Modify,Transport,WLP,COM,PRODUCT DEVELOPMENT & SUPPORT,SE RAN OPS,2:33:00 PM,3:16:15 PM,2:41:05 PM,9:15:57 AM,2023-Q4,2023-10,2023-Q4
CRQ000000337005,"GA, Eastside Cobb ENODEB, DC Plant Upgrade",Low,Successful,Minor,Planned,LPE,TT,10:50:45 AM,9:00:00 AM,12:00:00 PM,9:00:00 AM,12:00:00 PM,2:52:16 PM,2:52:25 PM,2023,2023-10,Successful,Facilities Component,DC Backup System,Upgrade/Modify,Transport,WLP,COM,PRODUCT DEVELOPMENT & SUPPORT,SE RAN OPS,2:32:06 PM,3:13:37 PM,8:41:08 AM,2:52:25 PM,2023-Q4,2023-10,2023-Q4
CRQ000000337007,"GA, Bull Sluice ENODEB, DC Plant Upgrade",Low,Successful,Minor,Planned,LPE,TT,10:58:49 AM,12:00:00 PM,3:00:00 PM,12:00:00 PM,3:00:00 PM,9:13:59 AM,9:14:10 AM,2023,2023-10,Successful,Facilities Component,DC Backup System,Upgrade/Modify,Transport,WLP,COM,PRODUCT DEVELOPMENT & SUPPORT,SE RAN OPS,2:32:42 PM,3:15:12 PM,11:41:12 AM,9:14:10 AM,2023-Q4,2023-10,2023-Q4
CRQ000000337507,AL and GA Various Ciena 6500 Circuit Cuts Ring 3N,Low,Successful,Minor,Planned,GPB,TT,10:13:22 AM,6:00:00 PM,12:00:00 AM,6:00:00 PM,7:42:00 PM,10:26:31 AM,10:26:41 AM,2023,2023-10,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,GPB,SCS,INFRASTRUCTURE SERVICES,TELECOM CORE SERVICES,1:18:12 PM,3:21:00 PM,5:43:08 PM,10:26:41 AM,2023-Q4,2023-10,2023-Q4
CRQ000000337516,"GA, Manchester, Transmission ROW, Splice fiber into substation for SAR connection",Low,Successful,Minor,Planned,JLM,TT,2:10:52 PM,6:00:00 PM,11:59:00 PM,6:00:00 PM,7:45:00 PM,10:23:02 AM,10:23:09 AM,2023,2023-10,Successful,Transport Device,FIBER OPTIC TRANSPORT - FDP / OSP,Install,Transport,JM,SCS,INFRASTRUCTURE SERVICES,FO GA LONG HAUL FIBER,1:19:18 PM,11:02:18 AM,5:41:08 PM,11:06:11 AM,2023-Q4,2023-10,2023-Q4
CRQ000000337810,"FL, Sneads ENODEB, Site Grounding Audit",Low,Successful,Minor,Planned,LPE,TT,12:12:32 PM,10:00:00 AM,1:00:00 PM,10:00:00 AM,1:00:00 PM,10:20:05 AM,10:20:12 AM,2023,2023-10,Successful,Facilities Component,Surge Suppression,Repair,Transport,WLP,COM,PRODUCT DEVELOPMENT & SUPPORT,SE RAN OPS,2:35:13 PM,10:36:36 AM,9:43:13 AM,10:20:12 AM,2023-Q4,2023-10,2023-Q4
CRQ000000337932,"AL, Shoal Creek LTE, Migrate leased circuit to new AT&T ASEoD service.",Low,Successful,Minor,Planned,JHW,TT,3:22:14 PM,9:00:00 AM,1:00:00 PM,9:00:00 AM,1:00:00 PM,4:44:33 PM,4:46:29 PM,2023,2023-10,Successful,Transport Device,Other Transport Device,Migrate,Transport,JHW,SCS,INFRASTRUCTURE SERVICES,TELECOM AGGREGATE SERVICES,2:28:16 PM,10:52:13 AM,8:47:13 AM,4:46:29 PM,2023-Q4,2023-10,2023-Q4
CRQ000000338012,"AL, Woodlawn, Migrate leased circuit to new AT&T ASEoD service.",Low,Successful,Minor,Planned,JHW,TT,3:40:12 PM,9:00:00 AM,1:00:00 PM,9:00:00 AM,1:00:00 PM,4:43:18 PM,4:43:44 PM,2023,2023-10,Successful,Transport Device,Other Transport Device,Migrate,Transport,JHW,SCS,INFRASTRUCTURE SERVICES,TELECOM AGGREGATE SERVICES,2:31:41 PM,10:55:08 AM,8:47:13 AM,4:43:41 PM,2023-Q4,2023-10,2023-Q4
CRQ000000338014,"AL, Vestavia, Migrate leased circuit to new AT&T ASEoD service.",Low,Successful,Minor,Planned,JHW,TT,3:49:37 PM,9:00:00 AM,1:00:00 PM,9:00:00 AM,1:00:00 PM,4:39:35 PM,4:41:56 PM,2023,2023-10,Successful,Transport Device,Other Transport Device,Migrate,Transport,JHW,SCS,INFRASTRUCTURE SERVICES,TELECOM AGGREGATE SERVICES,2:27:18 PM,10:44:23 AM,8:47:13 AM,4:41:56 PM,2023-Q4,2023-10,2023-Q4
CRQ000000338122,"AL, Auburn, Moving PON to combo card",Low,Successful,Minor,Planned,ALL,TT,3:44:26 PM,2:00:00 PM,4:00:00 PM,2:03:00 PM,3:53:00 PM,10:22:04 AM,10:22:20 AM,2023,2023-10,Successful,Transport Device,FIBER OPTIC TRANSPORT - FDP / OSP,Migrate,Transport,AC,SCS,INFRASTRUCTURE SERVICES,TELECOM EDGE SERVICES,2:26:55 PM,10:41:18 AM,1:41:04 PM,10:22:20 AM,2023-Q4,2023-10,2023-Q4
CRQ000000338312,"GA, Eagles Landing LTE site, MTU Setting change",Low,Successful,Minor,Planned,DRI,TT,3:49:22 PM,10:30:00 AM,11:00:00 AM,10:30:00 AM,10:50:00 AM,10:20:58 AM,10:21:06 AM,2023,2023-10,Successful,Transport Device,Other Transport Device,Upgrade/Modify,Transport,DR,SCS,INFRASTRUCTURE SERVICES,TELECOM AGGREGATE SERVICES,2:25:51 PM,10:38:08 AM,10:03:13 AM,10:21:06 AM,2023-Q4,2023-10,2023-Q4
CRQ000000338515,"GA, Norwood, Transmission ROW, Repair damaged section of OPGW",Medium,Successful,Moderate,Planned,JLM,TT,4:49:02 PM,8:00:00 AM,6:00:00 PM,8:00:00 AM,2:33:00 PM,9:35:35 AM,9:36:30 AM,2023,2023-10,Successful,Transport Device,FIBER OPTIC TRANSPORT - FDP / OSP,Repair,Transport,JM,SCS,INFRASTRUCTURE SERVICES,FO GA LONG HAUL FIBER,1:50:53 PM,11:06:54 AM,7:41:11 AM,11:06:11 AM,2023-Q4,2023-10,2023-Q4
CRQ000000338815,"MS, Necaise EBTS, Modify DC bus to reflect proper amp draw.",Low,Successful,Minor,Planned,RBK,TT,1:26:29 PM,10:00:00 AM,12:00:00 PM,10:00:00 AM,12:00:00 PM,7:54:13 PM,7:55:47 PM,2023,2023-10,Successful,Facilities Component,DC Backup System,Upgrade/Modify,Transport,RBK,COM,PRODUCT DEVELOPMENT & SUPPORT,NW RAN OPS,2:49:25 PM,2:35:18 PM,9:41:08 AM,7:55:47 PM,2023-Q4,2023-10,2023-Q4
CRQ000000338817,"MS, Wiggins EBTS, modify rectifier plant to reflect correct amp draw.",Low,Successful,Minor,Planned,RBK,TT,1:47:24 PM,10:00:00 AM,12:00:00 PM,10:00:00 AM,12:00:00 PM,10:23:30 AM,10:23:47 AM,2023,2023-10,Successful,Facilities Component,DC Backup System,Upgrade/Modify,Transport,RBK,COM,PRODUCT DEVELOPMENT & SUPPORT,NW RAN OPS,2:50:01 PM,2:39:44 PM,9:41:13 AM,10:23:47 AM,2023-Q4,2023-10,2023-Q4
CRQ000000338825,"AL, Safford EBTS, Upgrade Ericsson Microwave Path to Catherine",Low,Successful,Minor,Planned,JEN,TT,6:08:47 PM,7:00:00 AM,7:00:00 PM,7:00:00 AM,7:00:00 PM,10:21:25 AM,10:21:35 AM,2023,2023-10,Successful,Transport Device,Microwave TX/RX (Unlicensed),Upgrade/Modify,Transport,JEN,SCS,INFRASTRUCTURE SERVICES,FO AL OPERATIONS,4:21:29 PM,1:49:50 PM,6:41:08 AM,10:49:05 AM,2023-Q4,2023-10,2023-Q4
CRQ000000338827,"AL, Pine Hill EBTS, Upgrade Ericsson Microwave Path to Catherine",Low,Successful,Minor,Planned,JEN,TT,6:20:18 PM,7:00:00 AM,7:00:00 PM,10:20:00 AM,6:08:00 PM,9:10:03 AM,9:10:13 AM,2023,2023-10,Successful,Transport Device,Microwave TX/RX (Unlicensed),Upgrade/Modify,Transport,JEN,SCS,INFRASTRUCTURE SERVICES,FO AL OPERATIONS,4:22:55 PM,1:54:00 PM,6:47:11 AM,10:49:05 AM,2023-Q4,2023-10,2023-Q4
CRQ000000338901,"AL, Montgomery, J St Transport, retrieve OTDR traces on outside plant fiber",Medium,Successful,Moderate,Unplanned,ADL,TT,10:27:27 AM,5:00:00 PM,12:00:00 AM,6:49:00 PM,12:00:00 AM,9:16:49 AM,9:18:06 AM,2023,2023-10,Successful,Transport Device,FIBER OPTIC TRANSPORT - FDP / OSP,Repair,Transport,ADL,SCS,INFRASTRUCTURE SERVICES,TELECOM CORE SERVICES,3:11:58 PM,10:59:59 AM,4:41:08 PM,9:18:06 AM,2023-Q4,2023-10,2023-Q4
CRQ000000338915,"AL, Massey DS, cut and splice protection ring fibers",Low,Successful,Minor,Planned,DWM,TT,5:00:17 PM,7:00:00 PM,4:00:00 AM,8:04:00 PM,4:00:00 AM,9:10:30 AM,9:10:38 AM,2023,2023-10,Successful,Transport Device,FIBER OPTIC TRANSPORT - FDP / OSP,Upgrade/Modify,Transport,DWM,SCS,INFRASTRUCTURE SERVICES,FO AL LONG HAUL FIBER,11:09:03 AM,2:48:30 PM,6:41:11 PM,11:13:48 AM,2023-Q4,2023-10,2023-Q4
CRQ000000338916,"AL, Massey DS, cut and splice protection ring fibers (BACKUP DATE)",Low,Successful,Minor,Planned,DWM,TT,5:00:22 PM,7:00:00 PM,4:00:00 AM,7:00:00 PM,4:00:00 AM,9:51:30 AM,9:51:39 AM,2023,2023-11,Successful,Transport Device,FIBER OPTIC TRANSPORT - FDP / OSP,Upgrade/Modify,Transport,DWM,SCS,INFRASTRUCTURE SERVICES,FO AL LONG HAUL FIBER,11:09:04 AM,2:49:20 PM,6:41:10 PM,11:13:48 AM,2023-Q4,2023-11,2023-Q4
CRQ000000338917,"AL, Pine Hill EBTS, Upgrade Ericsson Microwave Path to South Thomasville",Low,Successful,Minor,Planned,JEN,TT,6:35:43 PM,7:00:00 AM,7:00:00 PM,7:00:00 AM,7:00:00 PM,1:45:31 PM,1:46:44 PM,2023,2023-10,Successful,Transport Device,Microwave TX/RX (Unlicensed),Upgrade/Modify,Transport,JEN,SCS,INFRASTRUCTURE SERVICES,FO AL OPERATIONS,4:26:47 PM,1:59:40 PM,6:41:11 AM,10:49:05 AM,2023-Q4,2023-10,2023-Q4
